map
	ez_stream
	1.04184,-1.20376,1.90160,0.07811,28.24999,344.50000,0.00000,-3.35419,0.73000,7.16132,0,0,0,1,0,0,
	1.04572,-1.20376,1.90160,0.07811,28.34999,344.40000,0.00000,-3.35419,0.73000,7.16132,0,0,0,1,0,0,
	1.04946,-1.20376,1.90160,0.07811,28.44999,344.25000,0.00000,-3.35419,0.73000,7.16132,0,0,0,1,0,0,
	1.05703,-1.27306,1.90980,0.22071,28.64999,344.00000,0.00000,-3.46546,0.41000,7.12994,0,0,0,1,0,0,
	1.06290,-1.27306,1.90980,0.22071,28.84999,343.75000,0.00000,-3.46546,0.41000,7.12994,0,0,0,1,0,0,
	1.06849,-1.27306,1.90980,0.22071,29.00000,343.60000,0.00000,-3.46546,0.41000,7.12994,0,0,0,1,0,0,
	1.07695,-1.34407,1.91160,0.36281,29.24999,343.30000,0.00000,-3.55047,0.09000,7.10492,0,0,0,1,0,0,
	1.08111,-1.34407,1.91160,0.36281,29.40000,343.15000,0.00000,-3.55047,0.09000,7.10492,0,0,0,1,0,0,
	1.08539,-1.34407,1.91160,0.36281,29.49999,343.05000,0.00000,-3.55047,0.09000,7.10492,0,0,0,1,0,0,
	1.09697,-1.41652,1.90700,0.50447,29.90000,342.65000,0.00000,-3.62232,-0.23000,7.08302,0,0,0,1,0,0,
	1.10169,-1.41652,1.90700,0.50447,29.99999,342.55000,0.00000,-3.62232,-0.23000,7.08302,0,0,0,1,0,0,
	1.10886,-1.41652,1.90700,0.50447,30.24999,342.35000,0.00000,-3.62232,-0.23000,7.08302,0,0,0,1,0,0,
	1.11312,-1.49079,1.89600,0.64555,30.39999,342.20000,0.00000,-3.71359,-0.55000,7.05398,0,0,0,1,0,0,
	1.11745,-1.49079,1.89600,0.64555,30.49999,342.10000,0.00000,-3.71359,-0.55000,7.05398,0,0,0,1,0,0,
	1.12133,-1.49079,1.89600,0.64555,30.60000,342.05000,0.00000,-3.71359,-0.55000,7.05398,0,0,0,1,0,0,
	1.12549,-1.49079,1.89600,0.64555,30.79999,341.90000,0.00000,-3.71359,-0.55000,7.05398,0,0,0,1,0,0,
	1.12874,-1.49079,1.89600,0.64555,30.84999,341.85000,0.00000,-3.71359,-0.55000,7.05398,0,0,0,1,0,0,
	1.13283,-1.56637,1.87860,0.78620,31.04999,341.75000,0.00000,-3.77872,-0.87000,7.03263,0,0,0,1,0,0,
	1.13765,-1.56637,1.87860,0.78620,31.20000,341.60000,0.00000,-3.77872,-0.87000,7.03263,0,0,0,1,0,0,
	1.14359,-1.56637,1.87860,0.78620,31.34999,341.50000,0.00000,-3.77872,-0.87000,7.03263,0,0,0,1,0,0,
	1.14704,-1.56637,1.87860,0.78620,31.45000,341.45000,0.00000,-3.77872,-0.87000,7.03263,0,0,0,1,0,0,
	1.15262,-1.64298,1.85480,0.92650,31.64999,341.30000,0.00000,-3.83077,-1.19000,7.01516,0,0,0,1,0,0,
	1.15819,-1.64298,1.85480,0.92650,31.84999,341.20000,0.00000,-3.83077,-1.19000,7.01516,0,0,0,1,0,0,
	1.16495,-1.64298,1.85480,0.92650,32.09999,341.10000,0.00000,-3.83077,-1.19000,7.01516,0,0,0,1,0,0,
	1.17170,-1.64298,1.85480,0.92650,32.30000,340.95000,0.00000,-3.83077,-1.19000,7.01516,0,0,0,1,0,0,
	1.17701,-1.72090,1.82460,1.06636,32.50000,340.85000,0.00000,-3.89574,-1.51000,6.99273,0,0,0,1,0,0,
	1.18197,-1.72090,1.82460,1.06636,32.65000,340.75000,0.00000,-3.89574,-1.51000,6.99273,0,0,0,1,0,0,
	1.18649,-1.72090,1.82460,1.06636,32.80000,340.65000,0.00000,-3.89574,-1.51000,6.99273,0,0,0,1,0,0,
	1.19151,-1.72090,1.82460,1.06636,32.95001,340.55000,0.00000,-3.89574,-1.51000,6.99273,0,0,0,1,0,0,
	1.19531,-1.79985,1.78800,1.20585,33.05001,340.50000,0.00000,-3.94765,-1.83000,6.97440,0,0,0,1,0,0,
	1.20011,-1.79985,1.78800,1.20585,33.20000,340.40000,0.00000,-3.94765,-1.83000,6.97440,0,0,0,1,0,0,
	1.20680,-1.79985,1.78800,1.20585,33.45000,340.25000,0.00000,-3.94765,-1.83000,6.97440,0,0,0,1,0,0,
	1.21196,-1.79985,1.78800,1.20585,33.60000,340.15000,0.00000,-3.94765,-1.83000,6.97440,0,0,0,1,0,0,
	1.21540,-1.87984,1.74500,1.34496,33.70000,340.05000,0.00000,-3.99950,-2.15000,6.95568,0,0,0,1,0,0,
	1.22040,-1.87984,1.74500,1.34496,33.85001,339.95000,0.00000,-3.99950,-2.15000,6.95568,0,0,0,1,0,0,
	1.22479,-1.87984,1.74500,1.34496,34.00000,339.80000,0.00000,-3.99950,-2.15000,6.95568,0,0,0,1,0,0,
	1.22998,-1.87984,1.74500,1.34496,34.15001,339.70000,0.00000,-3.99950,-2.15000,6.95568,0,0,0,1,0,0,
	1.23534,-1.96099,1.69560,1.48364,34.30001,339.55000,0.00000,-4.05773,-2.47000,6.93414,0,0,0,1,0,0,
	1.24082,-1.96099,1.69560,1.48364,34.50001,339.40000,0.00000,-4.05773,-2.47000,6.93414,0,0,0,1,0,0,
	1.24681,-1.96099,1.69560,1.48364,34.65001,339.25000,0.00000,-4.05773,-2.47000,6.93414,0,0,0,1,0,0,
	1.25196,-1.96099,1.69560,1.48364,34.80001,339.10000,0.00000,-4.05773,-2.47000,6.93414,0,0,0,1,0,0,
	1.25625,-2.04370,1.63980,1.62173,34.95002,338.95000,0.00000,-4.13520,-2.79000,6.90456,0,0,0,1,0,0,
	1.26142,-2.04370,1.63980,1.62173,35.10002,338.80000,0.00000,-4.13520,-2.79000,6.90456,0,0,0,1,0,0,
	1.27148,-2.04370,1.63980,1.62173,35.45001,338.45000,0.00000,-4.13520,-2.79000,6.90456,0,0,0,1,0,0,
	1.27582,-2.12808,1.57760,1.75916,35.65002,338.25000,0.00000,-4.21891,-3.11000,6.87150,0,0,0,1,0,0,
	1.28070,-2.12808,1.57760,1.75916,35.80002,338.10000,0.00000,-4.21891,-3.11000,6.87150,0,0,0,1,0,0,
	1.28689,-2.12808,1.57760,1.75916,36.00002,337.90000,0.00000,-4.21891,-3.11000,6.87150,0,0,0,1,0,0,
	1.29314,-2.21387,1.50900,1.89602,36.20002,337.65000,0.00000,-4.28959,-3.43000,6.84280,0,0,0,1,0,0,
	1.29776,-2.21387,1.50900,1.89602,36.40002,337.45000,0.00000,-4.28959,-3.43000,6.84280,0,0,0,0,0,0,
	1.30621,-2.21387,1.50900,1.89602,36.75002,337.10000,0.00000,-4.28959,-3.43000,6.84280,0,0,0,0,0,0,
	1.31319,-2.29966,1.43400,2.03288,37.05001,336.75000,0.00000,-4.28959,-3.75000,6.84280,0,0,0,0,0,0,
	1.32115,-2.29966,1.43400,2.03288,37.40002,336.40000,0.00000,-4.28959,-3.75000,6.84280,0,0,0,0,0,0,
	1.32620,-2.29966,1.43400,2.03288,37.60002,336.15000,0.00000,-4.28959,-3.75000,6.84280,0,0,0,0,0,0,
	1.33008,-2.29966,1.43400,2.03288,37.75002,335.95000,0.00000,-4.28959,-3.75000,6.84280,0,0,0,0,0,0,
	1.33592,-2.38545,1.35260,2.16973,38.05001,335.60000,0.00000,-4.28959,-4.07000,6.84280,0,0,0,0,0,0,
	1.34675,-2.38545,1.35260,2.16973,38.60001,335.05000,0.00000,-4.28959,-4.07000,6.84280,0,0,0,0,0,0,
	1.35145,-2.38545,1.35260,2.16973,38.80001,334.80000,0.00000,-4.28959,-4.07000,6.84280,0,0,0,0,0,0,
	1.36507,-2.47124,1.26480,2.30659,39.45002,334.05000,0.00000,-4.28959,-4.39000,6.84280,0,0,1,0,0,0,
	1.37416,-2.51634,1.17060,2.46325,39.90002,333.50000,0.00000,-2.25495,-4.71000,7.83296,0,0,1,0,0,0,
	1.38006,-2.51634,1.17060,2.46325,40.15002,333.15000,0.00000,-2.25495,-4.71000,7.83296,0,0,1,0,0,0,
	1.38450,-2.51634,1.17060,2.46325,40.35002,332.95000,0.00000,-2.25495,-4.71000,7.83296,0,0,1,0,0,0,
	1.39100,-2.51634,1.17060,2.46325,40.70002,332.50000,0.00000,-2.25495,-4.71000,7.83296,0,0,1,0,0,0,
	1.40000,-2.56144,1.07000,2.61991,41.10002,332.00000,0.00000,-2.25495,-5.03000,7.83296,0,0,1,0,0,0,
	1.40782,-2.56144,1.07000,2.61991,41.50002,331.45000,0.00000,-2.25495,-5.03000,7.83296,0,0,1,0,0,0,
	1.41289,-2.60654,0.96300,2.77657,41.75003,331.20000,0.00000,-2.25495,-5.35000,7.83296,0,0,1,0,0,0,
	1.41729,-2.60654,0.96300,2.77657,41.90003,331.00000,0.00000,-2.25495,-5.35000,7.83296,0,0,1,0,0,0,
	1.42149,-2.60654,0.96300,2.77657,42.20002,330.65000,0.00000,-2.25495,-5.35000,7.83296,0,0,1,0,0,0,
	1.42619,-2.60654,0.96300,2.77657,42.35004,330.45000,0.00000,-2.25495,-5.35000,7.83296,0,0,1,0,0,0,
	1.43195,-2.60654,0.96300,2.77657,42.65002,330.15000,0.00000,-2.25495,-5.35000,7.83296,0,0,1,0,0,0,
	1.43850,-2.65164,0.84960,2.93323,43.00002,329.70000,0.00000,-2.25495,-5.67000,7.83296,0,0,1,0,0,0,
	1.44497,-2.65164,0.84960,2.93323,43.25002,329.40000,0.00000,-2.25495,-5.67000,7.83296,0,0,1,0,0,0,
	1.45146,-2.65164,0.84960,2.93323,43.55002,329.10000,0.00000,-2.25495,-5.67000,7.83296,0,0,1,0,0,0,
	1.45752,-2.69674,0.72980,3.08988,43.85002,328.75000,0.00000,-2.25495,-5.99000,7.83296,0,0,1,0,0,0,
	1.46304,-2.69674,0.72980,3.08988,44.05002,328.50000,0.00000,-2.25495,-5.99000,7.83296,0,0,1,0,0,0,
	1.47017,-2.69674,0.72980,3.08988,44.35003,328.20000,0.00000,-2.25495,-5.99000,7.83296,0,0,1,0,0,0,
	1.47499,-2.74184,0.60360,3.24654,44.60002,327.90000,0.00000,-2.25495,-6.31000,7.83296,0,0,1,0,0,0,
	1.48618,-2.74184,0.60360,3.24654,45.05002,327.45000,0.00000,-2.25495,-6.31000,7.83296,0,0,1,0,0,0,
	1.49080,-2.74184,0.60360,3.24654,45.25002,327.20000,0.00000,-2.25495,-6.31000,7.83296,0,0,1,0,0,0,
	1.49450,-2.78694,0.47100,3.40320,45.45002,327.00000,0.00000,-2.25495,-6.63000,7.83296,0,0,1,0,0,0,
	1.50426,-2.78694,0.47100,3.40320,45.75002,326.65000,0.00000,-2.25495,-6.63000,7.83296,0,0,1,0,0,0,
	1.50882,-2.78694,0.47100,3.40320,45.95002,326.45000,0.00000,-2.25495,-6.63000,7.83296,0,0,1,0,0,0,
	1.51235,-2.78694,0.47100,3.40320,46.10003,326.25000,0.00000,-2.25495,-6.63000,7.83296,0,0,1,0,0,0,
	1.51901,-2.83204,0.33200,3.55986,46.35002,326.00000,0.00000,-2.25495,-6.95000,7.83296,0,0,1,0,0,0,
	1.52514,-2.83204,0.33200,3.55986,46.55003,325.80000,0.00000,-2.25495,-6.95000,7.83296,0,0,1,0,0,0,
	1.53038,-2.83204,0.33200,3.55986,46.75003,325.55000,0.00000,-2.25495,-6.95000,7.83296,0,0,1,0,0,0,
	1.53714,-2.87714,0.18660,3.71652,46.95002,325.30000,0.00000,-2.25495,-7.27000,7.83296,0,0,1,0,0,0,
	1.54135,-2.87714,0.18660,3.71652,47.10003,325.15000,0.00000,-2.25495,-7.27000,7.83296,0,0,1,0,0,0,
	1.55384,-2.92223,0.03480,3.87318,47.55003,324.65000,0.00000,-2.25495,-7.59000,7.83296,0,0,1,0,0,0,
	1.55899,-2.92223,0.03480,3.87318,47.70003,324.45000,0.00000,-2.25495,-7.59000,7.83296,0,0,1,0,0,0,
	1.56418,-2.92223,0.03480,3.87318,47.90003,324.30000,0.00000,-2.25495,-7.59000,7.83296,0,0,1,0,0,0,
	1.56987,-2.92223,0.03480,3.87318,48.10003,324.05000,0.00000,-2.25495,-7.59000,7.83296,0,0,1,0,0,0,
	1.57693,-2.96733,-0.12340,4.02984,48.35003,323.75000,0.00000,-2.25495,-7.91000,7.83296,0,0,1,0,0,0,
	1.58240,-2.96733,-0.12340,4.02984,48.50004,323.55000,0.00000,-2.25495,-7.91000,7.83296,0,0,1,0,0,0,
	1.58673,-2.96733,-0.12340,4.02984,48.65003,323.30000,0.00000,-2.25495,-7.91000,7.83296,0,0,1,0,0,0,
	1.59218,-2.96733,-0.12340,4.02984,48.80004,323.05000,0.00000,-2.25495,-7.91000,7.83296,0,0,1,0,0,0,
	1.59710,-3.01243,-0.28800,4.18650,48.95004,322.85000,0.00000,-2.25495,-8.23000,7.83296,0,0,1,0,0,0,
	1.60224,-3.01243,-0.28800,4.18650,49.15004,322.60000,0.00000,-2.25495,-8.23000,7.83296,0,0,1,0,0,0,
	1.60685,-3.01243,-0.28800,4.18650,49.30005,322.35000,0.00000,-2.25495,-8.23000,7.83296,0,0,1,0,0,0,
	1.61224,-3.01243,-0.28800,4.18650,49.45004,322.15000,0.00000,-2.25495,-8.23000,7.83296,0,0,1,0,0,0,
	1.62402,-3.05753,-0.45900,4.34316,49.80004,321.50000,0.00000,-2.25495,-8.55000,7.83296,0,0,1,0,0,0,
	1.63260,-3.05753,-0.45900,4.34316,50.05003,321.10000,0.00000,-2.25495,-8.55000,7.83296,0,0,1,0,0,0,
	1.63769,-3.10263,-0.63640,4.49982,50.25004,320.80000,0.00000,-2.25495,-8.87000,7.83296,0,0,1,0,0,0,
	1.64527,-3.10263,-0.63640,4.49982,50.40004,320.45000,0.00000,-2.25495,-8.87000,7.83296,0,0,1,0,0,0,
	1.64979,-3.10263,-0.63640,4.49982,50.55005,320.25000,0.00000,-2.25495,-8.87000,7.83296,0,0,1,0,0,0,
	1.65683,-3.14773,-0.82020,4.65648,50.80004,319.85000,0.00000,-2.25495,-9.19000,7.83296,0,0,1,0,0,0,
	1.66735,-3.14773,-0.82020,4.65648,51.10005,319.35000,0.00000,-2.25495,-9.19000,7.83296,0,0,1,0,0,0,
	1.67397,-3.19283,-1.01040,4.81314,51.30004,319.00000,0.00000,-2.25495,-9.51000,7.83296,0,0,1,0,0,0,
	1.68122,-3.19283,-1.01040,4.81314,51.50004,318.65000,0.00000,-2.25495,-9.51000,7.83296,0,0,1,0,0,0,
	1.68718,-3.19283,-1.01040,4.81314,51.70004,318.40000,0.00000,-2.25495,-9.51000,7.83296,0,0,1,0,0,0,
	1.69157,-3.19283,-1.01040,4.81314,51.85005,318.10000,0.00000,-2.25495,-9.51000,7.83296,0,0,1,0,0,0,
	1.69603,-3.23793,-1.20700,4.96979,51.95005,317.90000,0.00000,-2.25495,-9.83000,7.83296,0,0,1,0,0,0,
	1.70433,-3.23793,-1.20700,4.96979,52.20004,317.55000,0.00000,-2.25495,-9.83000,7.83296,0,0,1,0,0,0,
	1.71018,-3.23793,-1.20700,4.96979,52.40004,317.25000,0.00000,-2.25495,-9.83000,7.83296,0,0,1,0,0,0,
	1.71410,-3.28303,-1.41000,5.12645,52.50005,317.05000,0.00000,-2.25495,-10.15000,7.83296,0,0,1,0,0,0,
	1.72089,-3.28303,-1.41000,5.12645,52.70004,316.75000,0.00000,-2.25495,-10.15000,7.83296,0,0,1,0,0,0,
	1.72679,-3.28303,-1.41000,5.12645,52.85004,316.55000,0.00000,-2.25495,-10.15000,7.83296,0,0,1,0,0,0,
	1.73036,-3.28303,-1.41000,5.12645,52.95005,316.35000,0.00000,-2.25495,-10.15000,7.83296,0,0,1,0,0,0,
	1.73665,-3.32813,-1.61940,5.28311,53.15005,316.10000,0.00000,-2.25495,-10.47000,7.83296,0,0,1,0,0,0,
	1.74114,-3.32813,-1.61940,5.28311,53.25005,315.95000,0.00000,-2.25495,-10.47000,7.83296,0,0,1,0,0,0,
	1.74506,-3.32813,-1.61940,5.28311,53.35004,315.80000,0.00000,-2.25495,-10.47000,7.83296,0,0,1,0,0,0,
	1.75426,-3.37322,-1.83520,5.43977,53.55005,315.45000,0.00000,-2.25495,-10.79000,7.83296,0,0,1,0,0,0,
	1.75815,-3.37322,-1.83520,5.43977,53.65004,315.35000,0.00000,-2.25495,-10.79000,7.83296,0,0,1,0,0,0,
	1.76322,-3.37322,-1.83520,5.43977,53.80004,315.15000,0.00000,-2.25495,-10.79000,7.83296,0,0,1,0,0,0,
	1.76615,-3.37322,-1.83520,5.43977,53.85005,315.05000,0.00000,-2.25495,-10.79000,7.83296,0,0,1,0,0,0,
	1.77082,-3.37322,-1.83520,5.43977,54.00004,314.85000,0.00000,-2.25495,-10.79000,7.83296,0,0,1,0,0,0,
	1.77555,-3.41832,-2.05740,5.59643,54.10005,314.70000,0.00000,-2.25495,-11.11000,7.83296,0,0,1,0,0,0,
	1.78190,-3.41832,-2.05740,5.59643,54.20004,314.55000,0.00000,-2.25495,-11.11000,7.83296,0,0,1,0,0,0,
	1.78855,-3.41832,-2.05740,5.59643,54.35004,314.35000,0.00000,-2.25495,-11.11000,7.83296,0,0,1,0,0,0,
	1.79465,-3.46342,-2.28600,5.75309,54.45004,314.20000,0.00000,-2.25495,-11.43000,7.83296,0,0,1,0,0,0,
	1.80024,-3.46342,-2.28600,5.75309,54.55003,314.10000,0.00000,-2.25495,-11.43000,7.83296,0,0,1,0,0,0,
	1.80494,-3.46342,-2.28600,5.75309,54.60003,313.95000,0.00000,-2.25495,-11.43000,7.83296,0,0,1,0,0,0,
	1.80816,-3.46342,-2.28600,5.75309,54.65005,313.90000,0.00000,-2.25495,-11.43000,7.83296,0,0,1,0,0,0,
	1.81125,-3.46342,-2.28600,5.75309,54.70005,313.85000,0.00000,-2.25495,-11.43000,7.83296,0,0,1,0,0,0,
	1.81477,-3.50852,-2.52100,5.90975,54.75004,313.80000,0.00000,-2.25495,-11.75000,7.83296,0,0,1,0,0,0,
	1.82048,-3.50852,-2.52100,5.90975,54.80003,313.70000,0.00000,-2.25495,-11.75000,7.83296,0,0,1,0,0,0,
	1.82470,-3.50852,-2.52100,5.90975,54.85003,313.65000,0.00000,-2.25495,-11.75000,7.83296,0,0,1,0,0,0,
	1.82914,-3.50852,-2.52100,5.90975,54.90003,313.60000,0.00000,-2.25495,-11.75000,7.83296,0,0,1,0,0,0,
	1.83280,-3.55362,-2.76240,6.06641,54.95004,313.55000,0.00000,-2.25495,-12.07000,7.83296,0,0,1,0,0,0,
	1.83783,-3.55362,-2.76240,6.06641,55.00003,313.50000,0.00000,-2.25495,-12.07000,7.83296,0,0,1,0,0,0,
	1.84061,-3.55362,-2.76240,6.06641,55.00003,313.50000,0.00000,-2.25495,-12.07000,7.83296,0,0,1,0,0,0,
	1.84428,-3.55362,-2.76240,6.06641,55.05003,313.45000,0.00000,-2.25495,-12.07000,7.83296,0,0,1,0,0,0,
	1.84713,-3.55362,-2.76240,6.06641,55.05003,313.45000,0.00000,-2.25495,-12.07000,7.83296,0,0,1,0,0,0,
	1.85322,-3.65883,-2.97392,6.23279,55.10003,313.40000,0.00000,-5.10046,-10.67252,8.29316,0,0,1,0,0,0,
	1.85699,-3.65883,-2.97392,6.23279,55.10003,313.40000,0.00000,-5.10046,-10.67252,8.29316,0,0,1,0,0,0,
	1.86089,-3.65883,-2.97392,6.23279,55.10003,313.35000,0.00000,-5.10046,-10.67252,8.29316,0,0,1,0,0,0,
	1.87064,-3.65883,-2.97392,6.23279,55.15003,313.35000,0.00000,-5.10046,-10.67252,8.29316,0,0,1,0,0,0,
	1.87356,-3.76426,-3.19170,6.39921,55.15003,313.35000,0.00000,-5.23936,-10.90868,8.31562,0,0,1,0,0,0,
	1.87700,-3.76426,-3.19170,6.39921,55.15003,313.35000,0.00000,-5.23936,-10.90868,8.31562,0,0,1,0,0,0,
	1.88024,-3.76426,-3.19170,6.39921,55.15003,313.35000,0.00000,-5.23936,-10.90868,8.31562,0,0,1,0,0,0,
	1.88307,-3.76426,-3.19170,6.39921,55.15003,313.35000,0.00000,-5.23936,-10.90868,8.31562,0,0,1,0,0,0,
	1.88710,-3.76426,-3.19170,6.39921,55.15003,313.35000,0.00000,-5.23936,-10.90868,8.31562,0,0,1,0,0,0,
	1.89028,-3.76426,-3.19170,6.39921,55.15003,313.35000,0.00000,-5.23936,-10.90868,8.31562,0,0,1,0,0,0,
	1.89436,-3.87196,-3.41452,6.56599,55.15003,313.35000,0.00000,-5.37827,-11.14483,8.33809,0,0,1,0,0,0,
	1.89760,-3.87196,-3.41452,6.56599,55.15003,313.35000,0.00000,-5.37827,-11.14483,8.33809,0,0,1,0,0,0,
	1.90028,-3.87196,-3.41452,6.56599,55.15003,313.35000,0.00000,-5.37827,-11.14483,8.33809,0,0,1,0,0,0,
	1.90396,-3.87196,-3.41452,6.56599,55.15003,313.35000,0.00000,-5.37827,-11.14483,8.33809,0,0,1,0,0,0,
	1.90671,-3.87196,-3.41452,6.56599,55.15003,313.35000,0.00000,-5.37827,-11.14483,8.33809,0,0,1,0,0,0,
	1.90988,-3.87196,-3.41452,6.56599,55.15003,313.35000,0.00000,-5.37827,-11.14483,8.33809,0,0,1,0,0,0,
	1.91277,-3.98233,-3.64213,6.73320,55.15003,313.35000,0.00000,-5.51718,-11.38099,8.36055,0,0,1,0,0,0,
	1.91588,-3.98233,-3.64213,6.73320,55.15003,313.35000,0.00000,-5.51718,-11.38099,8.36055,0,0,1,0,0,0,
	1.91998,-3.98233,-3.64213,6.73320,55.15003,313.35000,0.00000,-5.51718,-11.38099,8.36055,0,0,1,0,0,0,
	1.92283,-3.98233,-3.64213,6.73320,55.15003,313.35000,0.00000,-5.51718,-11.38099,8.36055,0,0,1,0,0,0,
	1.92585,-3.98233,-3.64213,6.73320,55.15003,313.35000,0.00000,-5.51718,-11.38099,8.36055,0,0,1,0,0,0,
	1.92860,-3.98233,-3.64213,6.73320,55.15003,313.35000,0.00000,-5.51718,-11.38099,8.36055,0,0,1,0,0,0,
	1.93154,-3.98233,-3.64213,6.73320,55.15003,313.35000,0.00000,-5.51718,-11.38099,8.36055,0,0,1,0,0,0,
	1.93490,-4.09545,-3.87447,6.90086,55.15003,313.35000,0.00000,-5.65608,-11.61715,8.38302,0,0,1,0,0,0,
	1.93842,-4.09545,-3.87447,6.90086,55.15003,313.35000,0.00000,-5.65608,-11.61715,8.38302,0,0,1,0,0,0,
	1.94204,-4.09545,-3.87447,6.90086,55.15003,313.35000,0.00000,-5.65608,-11.61715,8.38302,0,0,1,0,0,0,
	1.94489,-4.09545,-3.87447,6.90086,55.15003,313.35000,0.00000,-5.65608,-11.61715,8.38302,0,0,1,0,0,0,
	1.94764,-4.09545,-3.87447,6.90086,55.15003,313.35000,0.00000,-5.65608,-11.61715,8.38302,0,0,1,0,0,0,
	1.95024,-4.09545,-3.87447,6.90086,55.15003,313.35000,0.00000,-5.65608,-11.61715,8.38302,0,0,1,0,0,0,
	1.95405,-4.21135,-4.11153,7.06897,55.15003,313.35000,0.00000,-5.79499,-11.85331,8.40548,0,0,1,0,0,0,
	1.95728,-4.21135,-4.11153,7.06897,55.15003,313.35000,0.00000,-5.79499,-11.85331,8.40548,0,0,1,0,0,0,
	1.95996,-4.21135,-4.11153,7.06897,55.15003,313.35000,0.00000,-5.79499,-11.85331,8.40548,0,0,1,0,0,0,
	1.96266,-4.21135,-4.11153,7.06897,55.15003,313.35000,0.00000,-5.79499,-11.85331,8.40548,0,0,1,0,0,0,
	1.96523,-4.21135,-4.11153,7.06897,55.15003,313.35000,0.00000,-5.79499,-11.85331,8.40548,0,0,1,0,0,0,
	1.96963,-4.21135,-4.11153,7.06897,55.15003,313.35000,0.00000,-5.79499,-11.85331,8.40548,0,0,1,0,0,0,
	1.97418,-4.33003,-4.35332,7.23753,55.15003,313.35000,0.00000,-5.93390,-12.08947,8.42795,0,0,1,0,0,0,
	1.97805,-4.33003,-4.35332,7.23753,55.15003,313.35000,0.00000,-5.93390,-12.08947,8.42795,0,0,1,0,0,0,
	1.98109,-4.33003,-4.35332,7.23753,55.15003,313.35000,0.00000,-5.93390,-12.08947,8.42795,0,0,1,0,0,0,
	1.98486,-4.33003,-4.35332,7.23753,55.15003,313.35000,0.00000,-5.93390,-12.08947,8.42795,0,0,1,0,0,0,
	1.98872,-4.33003,-4.35332,7.23753,55.15003,313.35000,0.00000,-5.93390,-12.08947,8.42795,0,0,1,0,0,0,
	1.99146,-4.33003,-4.35332,7.23753,55.15003,313.35000,0.00000,-5.93390,-12.08947,8.42795,0,0,1,0,0,0,
	1.99417,-4.45149,-4.59983,7.40654,55.15003,313.35000,0.00000,-6.07279,-12.32564,8.45041,0,0,1,0,0,0,
	1.99744,-4.45149,-4.59983,7.40654,55.15003,313.35000,0.00000,-6.07279,-12.32564,8.45041,0,0,1,0,0,0,
	2.00021,-4.45149,-4.59983,7.40654,55.15003,313.35000,0.00000,-6.07279,-12.32564,8.45041,0,0,1,0,0,0,
	2.00489,-4.45149,-4.59983,7.40654,55.15003,313.35000,0.00000,-6.07279,-12.32564,8.45041,0,0,1,0,0,0,
	2.00766,-4.45149,-4.59983,7.40654,55.15003,313.35000,0.00000,-6.07279,-12.32564,8.45041,0,0,1,0,0,0,
	2.01053,-4.45149,-4.59983,7.40654,55.15003,313.35000,0.00000,-6.07279,-12.32564,8.45041,0,0,1,0,0,0,
	2.01352,-4.57572,-4.85107,7.57600,55.15003,313.35000,0.00000,-6.21171,-12.56178,8.47288,0,0,1,0,0,0,
	2.01708,-4.57572,-4.85107,7.57600,55.15003,313.35000,0.00000,-6.21171,-12.56178,8.47288,0,0,1,0,0,0,
	2.02054,-4.57572,-4.85107,7.57600,55.15003,313.35000,0.00000,-6.21171,-12.56178,8.47288,0,0,1,0,0,0,
	2.02355,-4.57572,-4.85107,7.57600,55.15003,313.35000,0.00000,-6.21171,-12.56178,8.47288,0,0,1,0,0,0,
	2.02630,-4.57572,-4.85107,7.57600,55.15003,313.35000,0.00000,-6.21171,-12.56178,8.47288,0,0,1,0,0,0,
	2.02995,-4.57572,-4.85107,7.57600,55.15003,313.35000,0.00000,-6.21171,-12.56178,8.47288,0,0,1,0,0,0,
	2.03411,-4.70273,-5.10703,7.74591,55.15003,313.35000,0.00000,-6.35060,-12.79795,8.49534,0,0,1,0,0,0,
	2.03761,-4.70273,-5.10703,7.74591,55.15003,313.35000,0.00000,-6.35060,-12.79795,8.49534,0,0,1,0,0,0,
	2.04028,-4.70273,-5.10703,7.74591,55.15003,313.35000,0.00000,-6.35060,-12.79795,8.49534,0,0,1,0,0,0,
	2.04370,-4.70273,-5.10703,7.74591,55.15003,313.35000,0.00000,-6.35060,-12.79795,8.49534,0,0,1,0,0,0,
	2.04689,-4.70273,-5.10703,7.74591,55.15003,313.35000,0.00000,-6.35060,-12.79795,8.49534,0,0,1,0,0,0,
	2.04970,-4.70273,-5.10703,7.74591,55.15003,313.35000,0.00000,-6.35060,-12.79795,8.49534,0,0,1,0,0,0,
	2.05332,-4.83252,-5.36771,7.91626,55.15003,313.35000,0.00000,-6.48952,-13.03410,8.51781,0,0,1,0,0,0,
	2.05635,-4.83252,-5.36771,7.91626,55.15003,313.35000,0.00000,-6.48952,-13.03410,8.51781,0,0,1,0,0,0,
	2.05899,-4.83252,-5.36771,7.91626,55.15003,313.35000,0.00000,-6.48952,-13.03410,8.51781,0,0,1,0,0,0,
	2.06202,-4.83252,-5.36771,7.91626,55.15003,313.35000,0.00000,-6.48952,-13.03410,8.51781,0,0,1,0,0,0,
	2.06586,-4.83252,-5.36771,7.91626,55.15003,313.35000,0.00000,-6.48952,-13.03410,8.51781,0,0,1,0,0,0,
	2.06923,-4.83252,-5.36771,7.91626,55.15003,313.35000,0.00000,-6.48952,-13.03410,8.51781,0,0,1,0,0,0,
